what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115403443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115404660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115415073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115423580
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371115423621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115425304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115426472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115435724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115537817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115540503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115548082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115553262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115554915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1371115563939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115571490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115575888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115577777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115588926
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1371115591890
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1371115592374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115596942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1371115601128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115825420
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1371115827050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115828417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115841617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115849018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371115953720
